experiment_id,start_utc,end_utc,benchmark_type,instance,source_instance,algorithm,algorithm_role,algorithm_version,seed,customer_count,station_count,vehicle_capacity,battery_capacity,battery_theoretical_lower_bound,battery_structural_lower_bound,battery_ratio,time_window_pressure,distance_metric,vehicle_count,objective_value,total_distance,total_energy,total_charged_energy,total_charging_time,status,feasible,proven_optimal,best_known_value,relative_gap,lower_bound,root_lower_bound,final_lower_bound,incumbent,optimality_gap,first_feasible_time,best_time,runtime_seconds,cpu_time_seconds,wall_clock_seconds,iterations,accepted_moves,rejected_moves,alns_destroy_statistics,alns_repair_statistics,charging_subproblem_calls,charging_subproblem_average_seconds,bpc_nodes,bpc_generated_columns,bpc_active_columns,bpc_pricing_iterations,forward_labels,backward_labels,joined_labels,labels_pruned,cuts_added,peak_memory_mb,failure_reason,raw_log_path,solution_path,threads,time_limit_seconds
primary-rc102C10-ga_vrptw-2016,2026-07-12T17:04:58.843237+00:00,2026-07-12T17:04:59.016828+00:00,Primary,rc102C10,rc102C10,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,10,4,200.0,77.75,37.73592452822641,75.47184905645283,1.0301854396311811,1.0,EUC_2D (unrounded Euclidean distance),6,485.79679982353684,485.79679982353684,485.79679982353684,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.1735909580020234,0.17337399999999992,0.1735909580020234,,,,,,,,,,,,,,,,,103.015625,battery depleted on leg 2 (C26->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc102C10-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc102C10-ga_vrptw-2016.json,1,30.0
primary-c106C15-branch_price_and_cut-0,2026-07-12T17:04:59.029725+00:00,2026-07-12T17:04:59.029725+00:00,Primary,c106C15,c106C15,BRANCH_PRICE_AND_CUT,small-scale exact theoretical reference,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,15,3,200.0,77.75,28.861739379323623,57.723478758647246,1.3469389176124922,1.0,EUC_2D (unrounded Euclidean distance),,,,,,,not_applicable,False,False,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,exact enumerated-column BPC is limited to at most 8 customers,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c106C15-branch_price_and_cut-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c106C15-branch_price_and_cut-0.json,1,30.0
primary-c106C15-or_tools_vrptw-0,2026-07-12T17:05:02.891272+00:00,2026-07-12T17:05:02.895606+00:00,Primary,c106C15,c106C15,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,15,3,200.0,77.75,28.861739379323623,57.723478758647246,1.3469389176124922,1.0,EUC_2D (unrounded Euclidean distance),3,266.39549452861434,266.39549452861434,266.39549452861434,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.004331374999310356,0.004329000000000249,0.004331374999310356,,,,,,,,,,,,,,,,,105.046875,battery depleted on leg 4 (C78->C84) | battery depleted on leg 5 (C84->C89) | battery depleted on leg 6 (C89->C91) | battery depleted on leg 7 (C91->D0) | battery depleted on leg 8 (C66->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c106C15-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c106C15-or_tools_vrptw-0.json,1,30.0
primary-c106C15-ga_vrptw-2014,2026-07-12T17:05:02.909964+00:00,2026-07-12T17:05:03.152688+00:00,Primary,c106C15,c106C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,15,3,200.0,77.75,28.861739379323623,57.723478758647246,1.3469389176124922,1.0,EUC_2D (unrounded Euclidean distance),7,418.7195467717193,418.7195467717193,418.7195467717193,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.24272149999887915,0.24205399999999955,0.24272149999887915,,,,,,,,,,,,,,,,,105.046875,battery depleted on leg 2 (C78->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c106C15-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c106C15-ga_vrptw-2014.json,1,30.0
primary-c106C15-ga_vrptw-2015,2026-07-12T17:05:03.165863+00:00,2026-07-12T17:05:03.403012+00:00,Primary,c106C15,c106C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,15,3,200.0,77.75,28.861739379323623,57.723478758647246,1.3469389176124922,1.0,EUC_2D (unrounded Euclidean distance),7,429.97447249218436,429.97447249218436,429.97447249218436,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.23714749999999185,0.23699899999999907,0.23714749999999185,,,,,,,,,,,,,,,,,105.15625,battery depleted on leg 2 (C78->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c106C15-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c106C15-ga_vrptw-2015.json,1,30.0
primary-c106C15-ga_vrptw-2016,2026-07-12T17:05:03.416412+00:00,2026-07-12T17:05:03.654816+00:00,Primary,c106C15,c106C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,15,3,200.0,77.75,28.861739379323623,57.723478758647246,1.3469389176124922,1.0,EUC_2D (unrounded Euclidean distance),7,393.0866497054687,393.0866497054687,393.0866497054687,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.2384022920014104,0.2382799999999996,0.2384022920014104,,,,,,,,,,,,,,,,,105.21875,battery depleted on leg 2 (C78->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c106C15-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c106C15-ga_vrptw-2016.json,1,30.0
primary-r105C15-branch_price_and_cut-0,2026-07-12T17:05:03.667990+00:00,2026-07-12T17:05:03.667990+00:00,Primary,r105C15,r105C15,BRANCH_PRICE_AND_CUT,small-scale exact theoretical reference,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,15,6,200.0,60.63,23.706539182259394,47.41307836451879,1.278761094857996,1.0,EUC_2D (unrounded Euclidean distance),,,,,,,not_applicable,False,False,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,exact enumerated-column BPC is limited to at most 8 customers,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r105C15-branch_price_and_cut-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r105C15-branch_price_and_cut-0.json,1,30.0
primary-r105C15-or_tools_vrptw-0,2026-07-12T17:05:07.814442+00:00,2026-07-12T17:05:07.819890+00:00,Primary,r105C15,r105C15,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,15,6,200.0,60.63,23.706539182259394,47.41307836451879,1.278761094857996,1.0,EUC_2D (unrounded Euclidean distance),4,333.60607387017296,333.60607387017296,333.60607387017296,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.005445832997793332,0.00544600000000095,0.005445832997793332,,,,,,,,,,,,,,,,,105.53125,battery depleted on leg 4 (C85->C95) | battery depleted on leg 5 (C95->C5) | battery depleted on leg 6 (C5->D0) | battery depleted on leg 4 (C57->D0) | battery depleted on leg 4 (C50->C29) | battery depleted on leg 5 (C29->C25) | battery depleted on leg 6 (C25->C28) | battery depleted on leg 7 (C28->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r105C15-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r105C15-or_tools_vrptw-0.json,1,30.0
primary-r105C15-ga_vrptw-2014,2026-07-12T17:05:07.833593+00:00,2026-07-12T17:05:08.094484+00:00,Primary,r105C15,r105C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,15,6,200.0,60.63,23.706539182259394,47.41307836451879,1.278761094857996,1.0,EUC_2D (unrounded Euclidean distance),12,626.7798396881875,626.7798396881875,626.7798396881875,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.2608887499991397,0.2605740000000001,0.2608887499991397,,,,,,,,,,,,,,,,,105.71875,battery depleted on leg 2 (C17->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C9->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r105C15-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r105C15-ga_vrptw-2014.json,1,30.0
primary-r105C15-ga_vrptw-2015,2026-07-12T17:05:08.107640+00:00,2026-07-12T17:05:08.366529+00:00,Primary,r105C15,r105C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,15,6,200.0,60.63,23.706539182259394,47.41307836451879,1.278761094857996,1.0,EUC_2D (unrounded Euclidean distance),11,614.1596211793778,614.1596211793778,614.1596211793778,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.2588897089990496,0.25859400000000043,0.2588897089990496,,,,,,,,,,,,,,,,,105.71875,battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C17->D0) | battery depleted on leg 2 (C9->D0) | battery depleted on leg 2 (C23->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r105C15-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r105C15-ga_vrptw-2015.json,1,30.0
primary-r105C15-ga_vrptw-2016,2026-07-12T17:05:08.380815+00:00,2026-07-12T17:05:08.640853+00:00,Primary,r105C15,r105C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,15,6,200.0,60.63,23.706539182259394,47.41307836451879,1.278761094857996,1.0,EUC_2D (unrounded Euclidean distance),11,615.4980390498712,615.4980390498712,615.4980390498712,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.26003729199874215,0.2598629999999993,0.26003729199874215,,,,,,,,,,,,,,,,,105.71875,battery depleted on leg 2 (C9->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C17->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r105C15-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r105C15-ga_vrptw-2016.json,1,30.0
primary-rc103C15-branch_price_and_cut-0,2026-07-12T17:05:08.654929+00:00,2026-07-12T17:05:08.654929+00:00,Primary,rc103C15,rc103C15,BRANCH_PRICE_AND_CUT,small-scale exact theoretical reference,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,15,5,200.0,77.75,20.024984394500787,40.049968789001575,1.9413248586938103,1.0,EUC_2D (unrounded Euclidean distance),,,,,,,not_applicable,False,False,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,exact enumerated-column BPC is limited to at most 8 customers,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc103C15-branch_price_and_cut-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc103C15-branch_price_and_cut-0.json,1,30.0
primary-rc103C15-or_tools_vrptw-0,2026-07-12T17:05:11.801835+00:00,2026-07-12T17:05:11.806685+00:00,Primary,rc103C15,rc103C15,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,15,5,200.0,77.75,20.024984394500787,40.049968789001575,1.9413248586938103,1.0,EUC_2D (unrounded Euclidean distance),4,386.9103094079179,386.9103094079179,386.9103094079179,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.004846791998716071,0.0048470000000016,0.004846791998716071,,,,,,,,,,,,,,,,,106.109375,battery depleted on leg 3 (C72->D0) | battery depleted on leg 5 (C8->C90) | battery depleted on leg 6 (C90->D0) | battery depleted on leg 4 (C34->C62) | battery depleted on leg 5 (C62->D0) | battery depleted on leg 5 (C15->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc103C15-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc103C15-or_tools_vrptw-0.json,1,30.0
primary-rc103C15-ga_vrptw-2014,2026-07-12T17:05:11.819453+00:00,2026-07-12T17:05:12.070218+00:00,Primary,rc103C15,rc103C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,15,5,200.0,77.75,20.024984394500787,40.049968789001575,1.9413248586938103,1.0,EUC_2D (unrounded Euclidean distance),10,736.9538552141805,736.9538552141805,736.9538552141805,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.25076341699968907,0.25060399999999916,0.25076341699968907,,,,,,,,,,,,,,,,,106.109375,battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C8->D0) | battery depleted on leg 2 (C15->D0) | battery depleted on leg 2 (C33->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc103C15-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc103C15-ga_vrptw-2014.json,1,30.0
primary-rc103C15-ga_vrptw-2015,2026-07-12T17:05:12.083452+00:00,2026-07-12T17:05:12.332488+00:00,Primary,rc103C15,rc103C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,15,5,200.0,77.75,20.024984394500787,40.049968789001575,1.9413248586938103,1.0,EUC_2D (unrounded Euclidean distance),10,736.4605155563941,736.4605155563941,736.4605155563941,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.2490384160009853,0.24887199999999865,0.2490384160009853,,,,,,,,,,,,,,,,,106.109375,battery depleted on leg 2 (C8->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C15->D0) | battery depleted on leg 2 (C33->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc103C15-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc103C15-ga_vrptw-2015.json,1,30.0
primary-rc103C15-ga_vrptw-2016,2026-07-12T17:05:12.345560+00:00,2026-07-12T17:05:12.595641+00:00,Primary,rc103C15,rc103C15,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,15,5,200.0,77.75,20.024984394500787,40.049968789001575,1.9413248586938103,1.0,EUC_2D (unrounded Euclidean distance),10,739.9017199053234,739.9017199053234,739.9017199053234,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.25007937500049593,0.24994599999999778,0.25007937500049593,,,,,,,,,,,,,,,,,106.109375,battery depleted on leg 2 (C15->D0) | battery depleted on leg 2 (C33->D0) | battery depleted on leg 2 (C8->D0) | battery depleted on leg 2 (C34->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc103C15-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc103C15-ga_vrptw-2016.json,1,30.0
primary-c101_21-branch_price_and_cut-0,2026-07-12T17:05:12.609758+00:00,2026-07-12T17:05:12.609758+00:00,Primary,c101_21,c101_21,BRANCH_PRICE_AND_CUT,small-scale exact theoretical reference,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,100,21,200.0,79.69,16.1245154965971,32.2490309931942,2.4710819998535056,1.0,EUC_2D (unrounded Euclidean distance),,,,,,,not_applicable,False,False,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,exact enumerated-column BPC is limited to at most 8 customers,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c101_21-branch_price_and_cut-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c101_21-branch_price_and_cut-0.json,1,30.0
primary-c101_21-or_tools_vrptw-0,2026-07-12T17:06:42.746228+00:00,2026-07-12T17:06:42.893643+00:00,Primary,c101_21,c101_21,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,100,21,200.0,79.69,16.1245154965971,32.2490309931942,2.4710819998535056,1.0,EUC_2D (unrounded Euclidean distance),12,1134.5879223048348,1134.5879223048348,1134.5879223048348,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.14741254199907416,0.14704400000000817,0.14741254199907416,,,,,,,,,,,,,,,,,117.90625,battery depleted on leg 7 (C76->C72) | battery depleted on leg 8 (C72->C61) | battery depleted on leg 9 (C61->C66) | battery depleted on leg 10 (C66->D0) | battery depleted on leg 11 (C99->D0) | battery depleted on leg 9 (C13->D0) | battery depleted on leg 4 (C80->C54) | battery depleted on leg 5 (C54->C55) | battery depleted on leg 6 (C55->C57) | battery depleted on leg 7 (C57->D0) | battery depleted on leg 11 (C50->C49) | battery depleted on leg 12 (C49->D0) | battery depleted on leg 6 (C53->C78) | battery depleted on leg 7 (C78->C81) | battery depleted on leg 8 (C81->D0) | battery depleted on leg 7 (C52->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c101_21-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c101_21-or_tools_vrptw-0.json,1,30.0
primary-c101_21-ga_vrptw-2014,2026-07-12T17:06:42.906715+00:00,2026-07-12T17:06:45.086781+00:00,Primary,c101_21,c101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,100,21,200.0,79.69,16.1245154965971,32.2490309931942,2.4710819998535056,1.0,EUC_2D (unrounded Euclidean distance),77,5071.004401320719,5071.004401320719,5071.004401320719,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.1800701659994957,2.177087,2.1800701659994957,,,,,,,,,,,,,,,,,118.109375,battery depleted on leg 2 (C70->D0) | battery depleted on leg 2 (C93->D0) | battery depleted on leg 2 (C39->D0) | battery depleted on leg 2 (C58->D0) | battery depleted on leg 2 (C53->D0) | battery depleted on leg 2 (C92->D0) | battery depleted on leg 2 (C79->D0) | battery depleted on leg 2 (C60->D0) | battery depleted on leg 2 (C71->D0) | battery depleted on leg 2 (C38->D0) | battery depleted on leg 2 (C56->D0) | battery depleted on leg 2 (C16->D0) | battery depleted on leg 2 (C54->D0) | battery depleted on leg 2 (C78->D0) | battery depleted on leg 2 (C77->D0) | battery depleted on leg 2 (C73->D0) | battery depleted on leg 2 (C80->D0) | battery depleted on leg 2 (C81->D0) | battery depleted on leg 2 (C94->D0) | battery depleted on leg 2 (C76->D0) | battery depleted on leg 2 (C97->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c101_21-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c101_21-ga_vrptw-2014.json,1,30.0
primary-c101_21-ga_vrptw-2015,2026-07-12T17:06:45.100791+00:00,2026-07-12T17:06:47.276043+00:00,Primary,c101_21,c101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,100,21,200.0,79.69,16.1245154965971,32.2490309931942,2.4710819998535056,1.0,EUC_2D (unrounded Euclidean distance),77,5054.792751469631,5054.792751469631,5054.792751469631,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.1752554580016294,2.1728300000000047,2.1752554580016294,,,,,,,,,,,,,,,,,118.125,battery depleted on leg 2 (C70->D0) | battery depleted on leg 2 (C79->D0) | battery depleted on leg 2 (C81->D0) | battery depleted on leg 2 (C60->D0) | battery depleted on leg 2 (C77->D0) | battery depleted on leg 2 (C92->D0) | battery depleted on leg 2 (C73->D0) | battery depleted on leg 2 (C56->D0) | battery depleted on leg 2 (C39->D0) | battery depleted on leg 2 (C97->D0) | battery depleted on leg 2 (C78->D0) | battery depleted on leg 2 (C54->D0) | battery depleted on leg 2 (C76->D0) | battery depleted on leg 2 (C71->D0) | battery depleted on leg 2 (C53->D0) | battery depleted on leg 2 (C58->D0) | battery depleted on leg 2 (C94->D0) | battery depleted on leg 2 (C16->D0) | battery depleted on leg 2 (C93->D0) | battery depleted on leg 2 (C80->D0) | battery depleted on leg 2 (C38->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c101_21-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c101_21-ga_vrptw-2015.json,1,30.0
primary-c101_21-ga_vrptw-2016,2026-07-12T17:06:47.289383+00:00,2026-07-12T17:06:49.464130+00:00,Primary,c101_21,c101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,100,21,200.0,79.69,16.1245154965971,32.2490309931942,2.4710819998535056,1.0,EUC_2D (unrounded Euclidean distance),78,5093.862710105823,5093.862710105823,5093.862710105823,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.1747508340013155,2.173210999999995,2.1747508340013155,,,,,,,,,,,,,,,,,118.125,battery depleted on leg 2 (C60->D0) | battery depleted on leg 2 (C39->D0) | battery depleted on leg 2 (C79->D0) | battery depleted on leg 2 (C78->D0) | battery depleted on leg 2 (C92->D0) | battery depleted on leg 2 (C93->D0) | battery depleted on leg 2 (C53->D0) | battery depleted on leg 2 (C77->D0) | battery depleted on leg 2 (C81->D0) | battery depleted on leg 2 (C97->D0) | battery depleted on leg 2 (C94->D0) | battery depleted on leg 2 (C76->D0) | battery depleted on leg 2 (C70->D0) | battery depleted on leg 2 (C80->D0) | battery depleted on leg 2 (C71->D0) | battery depleted on leg 2 (C56->D0) | battery depleted on leg 2 (C16->D0) | battery depleted on leg 2 (C38->D0) | battery depleted on leg 2 (C58->D0) | battery depleted on leg 2 (C73->D0) | battery depleted on leg 2 (C54->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-c101_21-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-c101_21-ga_vrptw-2016.json,1,30.0
primary-r101_21-branch_price_and_cut-0,2026-07-12T17:06:49.478238+00:00,2026-07-12T17:06:49.478238+00:00,Primary,r101_21,r101_21,BRANCH_PRICE_AND_CUT,small-scale exact theoretical reference,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,100,21,200.0,62.14,17.88854381999832,35.77708763999664,1.7368658015229617,1.0,EUC_2D (unrounded Euclidean distance),,,,,,,not_applicable,False,False,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,exact enumerated-column BPC is limited to at most 8 customers,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r101_21-branch_price_and_cut-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r101_21-branch_price_and_cut-0.json,1,30.0
primary-r101_21-or_tools_vrptw-0,2026-07-12T17:08:19.543956+00:00,2026-07-12T17:08:19.733302+00:00,Primary,r101_21,r101_21,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,100,21,200.0,62.14,17.88854381999832,35.77708763999664,1.7368658015229617,1.0,EUC_2D (unrounded Euclidean distance),20,1589.4245669566083,1589.4245669566083,1589.4245669566083,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.18934375000026193,0.18887999999998328,0.18934375000026193,,,,,,,,,,,,,,,,,119.015625,battery depleted on leg 5 (C18->C48) | battery depleted on leg 6 (C48->C82) | battery depleted on leg 7 (C82->D0) | battery depleted on leg 3 (C38->C86) | battery depleted on leg 4 (C86->C45) | battery depleted on leg 5 (C45->C47) | battery depleted on leg 6 (C47->D0) | battery depleted on leg 4 (C64->C63) | battery depleted on leg 5 (C63->C10) | battery depleted on leg 6 (C10->C88) | battery depleted on leg 7 (C88->D0) | battery depleted on leg 4 (C71->C35) | battery depleted on leg 5 (C35->C51) | battery depleted on leg 6 (C51->D0) | battery depleted on leg 5 (C49->D0) | battery depleted on leg 5 (C30->D0) | battery depleted on leg 6 (C67->C41) | battery depleted on leg 7 (C41->D0) | battery depleted on leg 6 (C37->D0) | battery depleted on leg 6 (C29->C77) | battery depleted on leg 7 (C77->C76) | battery depleted on leg 8 (C76->C28) | battery depleted on leg 9 (C28->D0) | battery depleted on leg 5 (C50->C69) | battery depleted on leg 6 (C69->C27) | battery depleted on leg 7 (C27->D0) | battery depleted on leg 6 (C57->D0) | battery depleted on leg 6 (C5->D0) | battery depleted on leg 4 (C20->D0) | arrival at C54 (98.4853) exceeds due date 98 | arrival at C4 (117.705) exceeds due date 117 | battery depleted on leg 5 (C25->C24) | battery depleted on leg 6 (C24->D0) | battery depleted on leg 7 (C26->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r101_21-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r101_21-or_tools_vrptw-0.json,1,30.0
