instance,size,battery_capacity,method,seed,feasible,objective_value,runtime_seconds,vehicle_count,capacity_violations,time_window_violations,energy_violations,coverage_violations,charging_count,charging_time,first_infeasible_step,total_violation_count,raw_json
week04_generated_50_battery_60_seed_2015,50,60.0,GA_VRPTW_CHARGING_REPAIR,2015,False,3960.5174176706437,3.647674417035887,46,0,0,19,0,17,82.81827386582198,route 6 leg 2 C44->D0: battery depleted,19,results/week04/raw/week04_generated_50_battery_60_seed_2015_ga_vrptw_charging_repair.json
week04_generated_50_battery_60_seed_2015,50,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2015,False,4345.402000542435,3.6480979170301,46,0,0,3,0,49,213.49167529867134,route 11 leg 2 C34->D0: battery depleted,3,results/week04/raw/week04_generated_50_battery_60_seed_2015_ga_vrptw_anticipatory_repair.json
week04_generated_50_battery_60_seed_2016,50,60.0,OR_TOOLS_VRPTW,2016,False,748.8720451623362,0.02067620900925249,4,0,0,36,0,0,0.0,route 1 leg 5 C49->C35: battery depleted,36,results/week04/raw/week04_generated_50_battery_60_seed_2016_or_tools_vrptw.json
week04_generated_50_battery_60_seed_2016,50,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2016,False,748.8720451623362,0.020776167017174885,4,0,0,36,0,0,0.0,route 1 leg 5 C49->C35: battery depleted,36,results/week04/raw/week04_generated_50_battery_60_seed_2016_or_tools_vrptw_charging_repair.json
week04_generated_50_battery_60_seed_2016,50,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2016,False,960.5236770325192,0.020925626013195142,4,0,0,11,0,12,58.93651329711436,route 2 leg 9 C45->C14: battery depleted,11,results/week04/raw/week04_generated_50_battery_60_seed_2016_or_tools_vrptw_anticipatory_repair.json
week04_generated_50_battery_60_seed_2016,50,60.0,GA_VRPTW,2016,False,3909.415908984156,3.6537210829847027,45,0,0,39,0,0,0.0,route 1 leg 2 C33->D0: battery depleted,39,results/week04/raw/week04_generated_50_battery_60_seed_2016_ga_vrptw.json
week04_generated_50_battery_60_seed_2016,50,60.0,GA_VRPTW_CHARGING_REPAIR,2016,False,4061.359393636663,3.6538475829875097,45,0,0,22,0,17,83.70747152535877,route 1 leg 2 C33->D0: battery depleted,22,results/week04/raw/week04_generated_50_battery_60_seed_2016_ga_vrptw_charging_repair.json
week04_generated_50_battery_60_seed_2016,50,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2016,False,4534.964579917276,3.6542861239868216,45,0,0,3,0,55,239.13949440406554,route 12 leg 2 C32->D0: battery depleted,3,results/week04/raw/week04_generated_50_battery_60_seed_2016_ga_vrptw_anticipatory_repair.json
week04_generated_100_battery_60_seed_2014,100,60.0,OR_TOOLS_VRPTW,2014,False,1197.687045877769,0.08992137497989461,7,0,0,68,0,0,0.0,route 1 leg 6 C15->C47: battery depleted,68,results/week04/raw/week04_generated_100_battery_60_seed_2014_or_tools_vrptw.json
week04_generated_100_battery_60_seed_2014,100,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2014,False,1197.687045877769,0.09018537498195656,7,0,0,68,0,0,0.0,route 1 leg 6 C15->C47: battery depleted,68,results/week04/raw/week04_generated_100_battery_60_seed_2014_or_tools_vrptw_charging_repair.json
week04_generated_100_battery_60_seed_2014,100,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2014,False,1634.454120688861,0.09066187500138767,7,0,0,24,0,19,99.75755423350108,route 1 leg 21 C56->D0: battery depleted,24,results/week04/raw/week04_generated_100_battery_60_seed_2014_or_tools_vrptw_anticipatory_repair.json
week04_generated_100_battery_60_seed_2014,100,60.0,GA_VRPTW,2014,False,7361.997496133866,8.668718667002395,90,0,0,77,0,0,0.0,route 1 leg 2 C47->D0: battery depleted,77,results/week04/raw/week04_generated_100_battery_60_seed_2014_ga_vrptw.json
week04_generated_100_battery_60_seed_2014,100,60.0,GA_VRPTW_CHARGING_REPAIR,2014,False,7790.406305512341,8.669071209005779,90,0,0,38,0,39,191.35152808886693,route 1 leg 2 C47->D0: battery depleted,38,results/week04/raw/week04_generated_100_battery_60_seed_2014_ga_vrptw_charging_repair.json
week04_generated_100_battery_60_seed_2014,100,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2014,False,8821.013019627933,8.670312125992496,90,0,0,1,0,113,494.8186551937687,route 9 leg 2 C85->D0: battery depleted,1,results/week04/raw/week04_generated_100_battery_60_seed_2014_ga_vrptw_anticipatory_repair.json
week04_generated_100_battery_60_seed_2015,100,60.0,OR_TOOLS_VRPTW,2015,False,1092.2448373846646,0.0700549999892246,6,0,0,71,0,0,0.0,route 1 leg 5 C47->C100: battery depleted,71,results/week04/raw/week04_generated_100_battery_60_seed_2015_or_tools_vrptw.json
week04_generated_100_battery_60_seed_2015,100,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2015,False,1113.9102941184053,0.07029720899299718,6,0,0,62,0,2,11.992545076367982,route 1 leg 5 C47->C100: battery depleted,62,results/week04/raw/week04_generated_100_battery_60_seed_2015_or_tools_vrptw_charging_repair.json
week04_generated_100_battery_60_seed_2015,100,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2015,False,1540.3596482422913,0.07074004196329042,6,0,0,16,0,19,103.95762008037711,route 2 leg 6 C28->C13: battery depleted,16,results/week04/raw/week04_generated_100_battery_60_seed_2015_or_tools_vrptw_anticipatory_repair.json
week04_generated_100_battery_60_seed_2015,100,60.0,GA_VRPTW,2015,False,7475.91506360366,8.723621667013504,91,0,0,76,0,0,0.0,route 1 leg 2 C85->D0: battery depleted,76,results/week04/raw/week04_generated_100_battery_60_seed_2015_ga_vrptw.json
week04_generated_100_battery_60_seed_2015,100,60.0,GA_VRPTW_CHARGING_REPAIR,2015,False,7943.927947785765,8.723954333021538,91,0,0,35,0,41,200.62833314277984,route 5 leg 2 C74->D0: battery depleted,35,results/week04/raw/week04_generated_100_battery_60_seed_2015_ga_vrptw_charging_repair.json
week04_generated_100_battery_60_seed_2015,100,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2015,False,8703.489092024649,8.725185249990318,91,0,0,4,0,103,451.3345891322367,route 20 leg 2 C87->D0: battery depleted,4,results/week04/raw/week04_generated_100_battery_60_seed_2015_ga_vrptw_anticipatory_repair.json
week04_generated_100_battery_60_seed_2016,100,60.0,OR_TOOLS_VRPTW,2016,False,1079.1293975498672,0.0797504999791272,6,0,0,70,0,0,0.0,route 1 leg 5 C85->C30: battery depleted,70,results/week04/raw/week04_generated_100_battery_60_seed_2016_or_tools_vrptw.json
week04_generated_100_battery_60_seed_2016,100,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2016,False,1079.1293975498672,0.08001645797048695,6,0,0,70,0,0,0.0,route 1 leg 5 C85->C30: battery depleted,70,results/week04/raw/week04_generated_100_battery_60_seed_2016_or_tools_vrptw_charging_repair.json
week04_generated_100_battery_60_seed_2016,100,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2016,False,1252.6150615475995,0.08041537497774698,6,0,0,40,0,9,48.78589500243169,route 1 leg 5 C85->C30: battery depleted,40,results/week04/raw/week04_generated_100_battery_60_seed_2016_or_tools_vrptw_anticipatory_repair.json
week04_generated_100_battery_60_seed_2016,100,60.0,GA_VRPTW,2016,False,7248.390449712974,8.80807966698194,87,0,0,78,0,0,0.0,route 3 leg 2 C8->D0: battery depleted,78,results/week04/raw/week04_generated_100_battery_60_seed_2016_ga_vrptw.json
week04_generated_100_battery_60_seed_2016,100,60.0,GA_VRPTW_CHARGING_REPAIR,2016,False,7635.701415793086,8.80842620797921,87,0,0,32,0,46,221.2835484989411,route 3 leg 2 C8->D0: battery depleted,32,results/week04/raw/week04_generated_100_battery_60_seed_2016_ga_vrptw_charging_repair.json
week04_generated_100_battery_60_seed_2016,100,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2016,False,8284.275792100098,8.809617082966724,87,0,0,4,0,102,444.32417116643234,route 23 leg 2 C29->D0: battery depleted,4,results/week04/raw/week04_generated_100_battery_60_seed_2016_ga_vrptw_anticipatory_repair.json
week04_generated_200_battery_60_seed_2014,200,60.0,OR_TOOLS_VRPTW,2014,False,1816.251843690314,0.4256116659962572,13,0,0,125,0,0,0.0,route 1 leg 7 C85->C162: battery depleted,125,results/week04/raw/week04_generated_200_battery_60_seed_2014_or_tools_vrptw.json
week04_generated_200_battery_60_seed_2014,200,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2014,False,1816.251843690314,0.4264033749932423,13,0,0,125,0,0,0.0,route 1 leg 7 C85->C162: battery depleted,125,results/week04/raw/week04_generated_200_battery_60_seed_2014_or_tools_vrptw_charging_repair.json
week04_generated_200_battery_60_seed_2014,200,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2014,False,2697.611141558043,0.4280277079960797,13,0,0,28,0,33,176.69913010663564,route 3 leg 11 C107->C192: battery depleted,28,results/week04/raw/week04_generated_200_battery_60_seed_2014_or_tools_vrptw_anticipatory_repair.json
week04_generated_200_battery_60_seed_2014,200,60.0,GA_VRPTW,2014,False,14819.502807442323,23.297231459000614,184,0,0,145,0,0,0.0,route 1 leg 2 C55->D0: battery depleted,145,results/week04/raw/week04_generated_200_battery_60_seed_2014_ga_vrptw.json
week04_generated_200_battery_60_seed_2014,200,60.0,GA_VRPTW_CHARGING_REPAIR,2014,False,15646.983257541797,23.298242083983496,184,0,0,86,0,59,302.05205192504917,route 1 leg 2 C55->D0: battery depleted,86,results/week04/raw/week04_generated_200_battery_60_seed_2014_ga_vrptw_charging_repair.json
week04_generated_200_battery_60_seed_2014,200,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2014,False,17784.545894007726,23.303136542002903,184,0,0,5,0,221,964.7125452813999,route 7 leg 2 C32->D0: battery depleted,5,results/week04/raw/week04_generated_200_battery_60_seed_2014_ga_vrptw_anticipatory_repair.json
week04_generated_200_battery_60_seed_2015,200,60.0,OR_TOOLS_VRPTW,2015,False,1827.1139195708981,0.4340916249784641,13,0,0,131,0,0,0.0,route 1 leg 7 C140->C118: battery depleted,131,results/week04/raw/week04_generated_200_battery_60_seed_2015_or_tools_vrptw.json
week04_generated_200_battery_60_seed_2015,200,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2015,False,1827.1139195708981,0.43489983296603896,13,0,0,131,0,0,0.0,route 1 leg 7 C140->C118: battery depleted,131,results/week04/raw/week04_generated_200_battery_60_seed_2015_or_tools_vrptw_charging_repair.json
week04_generated_200_battery_60_seed_2015,200,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2015,False,2505.230106440681,0.43642374998307787,13,0,0,30,0,29,156.2021609300178,route 2 leg 20 C28->C124: battery depleted,30,results/week04/raw/week04_generated_200_battery_60_seed_2015_or_tools_vrptw_anticipatory_repair.json
week04_generated_200_battery_60_seed_2015,200,60.0,GA_VRPTW,2015,False,15925.103429984712,23.480081207992043,189,0,0,168,0,0,0.0,route 1 leg 2 C25->D0: battery depleted,168,results/week04/raw/week04_generated_200_battery_60_seed_2015_ga_vrptw.json
week04_generated_200_battery_60_seed_2015,200,60.0,GA_VRPTW_CHARGING_REPAIR,2015,False,16873.23684875565,23.481278624996776,189,0,0,86,0,82,393.06352069006425,route 1 leg 2 C25->D0: battery depleted,86,results/week04/raw/week04_generated_200_battery_60_seed_2015_ga_vrptw_charging_repair.json
week04_generated_200_battery_60_seed_2015,200,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2015,False,18987.958731111285,23.486139373999322,189,0,0,7,0,240,1048.203605529284,route 38 leg 2 C14->D0: battery depleted,7,results/week04/raw/week04_generated_200_battery_60_seed_2015_ga_vrptw_anticipatory_repair.json
week04_generated_200_battery_60_seed_2016,200,60.0,OR_TOOLS_VRPTW,2016,False,1921.9294461990874,0.34802775000571273,13,0,0,126,0,0,0.0,route 1 leg 4 C124->C28: battery depleted,126,results/week04/raw/week04_generated_200_battery_60_seed_2016_or_tools_vrptw.json
week04_generated_200_battery_60_seed_2016,200,60.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2016,False,1921.9294461990874,0.34881529200356454,13,0,0,126,0,0,0.0,route 1 leg 4 C124->C28: battery depleted,126,results/week04/raw/week04_generated_200_battery_60_seed_2016_or_tools_vrptw_charging_repair.json
week04_generated_200_battery_60_seed_2016,200,60.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2016,False,2620.190052894086,0.3505782080173958,13,0,0,35,0,29,149.92628670047796,route 1 leg 15 C82->C170: battery depleted,35,results/week04/raw/week04_generated_200_battery_60_seed_2016_or_tools_vrptw_anticipatory_repair.json
week04_generated_200_battery_60_seed_2016,200,60.0,GA_VRPTW,2016,False,15469.077046311444,23.41133229198749,187,0,0,158,0,0,0.0,route 1 leg 2 C152->D0: battery depleted,158,results/week04/raw/week04_generated_200_battery_60_seed_2016_ga_vrptw.json
week04_generated_200_battery_60_seed_2016,200,60.0,GA_VRPTW_CHARGING_REPAIR,2016,False,16367.343684454358,23.412415124999825,187,0,0,82,0,76,376.5679320214365,route 2 leg 2 C60->D0: battery depleted,82,results/week04/raw/week04_generated_200_battery_60_seed_2016_ga_vrptw_charging_repair.json
week04_generated_200_battery_60_seed_2016,200,60.0,GA_VRPTW_ANTICIPATORY_REPAIR,2016,False,18182.114455045303,23.417168791987933,187,0,0,9,0,222,968.2186217914866,route 9 leg 2 C127->D0: battery depleted,9,results/week04/raw/week04_generated_200_battery_60_seed_2016_ga_vrptw_anticipatory_repair.json
week04_generated_50_battery_80_seed_2014,50,80.0,OR_TOOLS_VRPTW,2014,False,653.9722577041131,0.016663999995216727,3,0,0,32,0,0,0.0,route 1 leg 6 C38->C20: battery depleted,32,results/week04/raw/week04_generated_50_battery_80_seed_2014_or_tools_vrptw.json
week04_generated_50_battery_80_seed_2014,50,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2014,False,653.9722577041131,0.01675487498869188,3,0,0,32,0,0,0.0,route 1 leg 6 C38->C20: battery depleted,32,results/week04/raw/week04_generated_50_battery_80_seed_2014_or_tools_vrptw_charging_repair.json
week04_generated_50_battery_80_seed_2014,50,80.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2014,True,904.6834593265988,0.016887375008082017,3,0,0,0,0,10,70.68050921165026,,0,results/week04/raw/week04_generated_50_battery_80_seed_2014_or_tools_vrptw_anticipatory_repair.json
week04_generated_50_battery_80_seed_2014,50,80.0,GA_VRPTW,2014,False,3784.51456099187,3.642830208991654,42,0,0,27,0,0,0.0,route 1 leg 2 C23->D0: battery depleted,27,results/week04/raw/week04_generated_50_battery_80_seed_2014_ga_vrptw.json
week04_generated_50_battery_80_seed_2014,50,80.0,GA_VRPTW_CHARGING_REPAIR,2014,False,4032.5546018330833,3.6429322499898262,42,0,0,3,0,24,155.5582937896656,route 4 leg 2 C48->D0: battery depleted,3,results/week04/raw/week04_generated_50_battery_80_seed_2014_ga_vrptw_charging_repair.json
week04_generated_50_battery_80_seed_2014,50,80.0,GA_VRPTW_ANTICIPATORY_REPAIR,2014,True,4032.893975373407,3.6431696669897065,42,0,0,0,0,30,180.99461806502882,,0,results/week04/raw/week04_generated_50_battery_80_seed_2014_ga_vrptw_anticipatory_repair.json
week04_generated_50_battery_80_seed_2015,50,80.0,OR_TOOLS_VRPTW,2015,False,714.4967064087914,0.023110458016162738,3,0,0,32,0,0,0.0,route 1 leg 7 C42->C26: battery depleted,32,results/week04/raw/week04_generated_50_battery_80_seed_2015_or_tools_vrptw.json
week04_generated_50_battery_80_seed_2015,50,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2015,False,714.4967064087914,0.023205417004646733,3,0,0,32,0,0,0.0,route 1 leg 7 C42->C26: battery depleted,32,results/week04/raw/week04_generated_50_battery_80_seed_2015_or_tools_vrptw_charging_repair.json
week04_generated_50_battery_80_seed_2015,50,80.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2015,True,957.6812378572288,0.023371916002361104,3,0,0,0,0,12,80.88240888657849,,0,results/week04/raw/week04_generated_50_battery_80_seed_2015_or_tools_vrptw_anticipatory_repair.json
week04_generated_50_battery_80_seed_2015,50,80.0,GA_VRPTW,2015,False,3480.875236565847,3.6473705829994287,40,0,0,24,0,0,0.0,route 1 leg 2 C50->D0: battery depleted,24,results/week04/raw/week04_generated_50_battery_80_seed_2015_ga_vrptw.json
week04_generated_50_battery_80_seed_2015,50,80.0,GA_VRPTW_CHARGING_REPAIR,2015,False,3678.1804686964606,3.647464540990768,40,0,0,2,0,22,143.03067968891028,route 1 leg 2 C50->D0: battery depleted,2,results/week04/raw/week04_generated_50_battery_80_seed_2015_ga_vrptw_charging_repair.json
week04_generated_50_battery_80_seed_2015,50,80.0,GA_VRPTW_ANTICIPATORY_REPAIR,2015,True,3728.526986852009,3.64767654199386,40,0,0,0,0,26,162.43901581012238,,0,results/week04/raw/week04_generated_50_battery_80_seed_2015_ga_vrptw_anticipatory_repair.json
week04_generated_50_battery_80_seed_2016,50,80.0,OR_TOOLS_VRPTW,2016,False,748.8720451623362,0.020709209027700126,4,0,0,32,0,0,0.0,route 1 leg 7 C11->C18: battery depleted,32,results/week04/raw/week04_generated_50_battery_80_seed_2016_or_tools_vrptw.json
week04_generated_50_battery_80_seed_2016,50,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2016,False,767.2869311377054,0.020779501035576686,4,0,0,20,0,2,15.839897554983082,route 1 leg 7 C11->C18: battery depleted,20,results/week04/raw/week04_generated_50_battery_80_seed_2016_or_tools_vrptw_charging_repair.json
week04_generated_50_battery_80_seed_2016,50,80.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2016,True,1001.480191724253,0.020936834014719352,4,0,0,0,0,11,77.53322349809996,,0,results/week04/raw/week04_generated_50_battery_80_seed_2016_or_tools_vrptw_anticipatory_repair.json
week04_generated_50_battery_80_seed_2016,50,80.0,GA_VRPTW,2016,False,3723.065542929904,3.608503750001546,41,0,0,29,0,0,0.0,route 1 leg 2 C22->D0: battery depleted,29,results/week04/raw/week04_generated_50_battery_80_seed_2016_ga_vrptw.json
week04_generated_50_battery_80_seed_2016,50,80.0,GA_VRPTW_CHARGING_REPAIR,2016,False,3975.360957563483,3.608609916002024,41,0,0,3,0,26,172.72952730637274,route 11 leg 2 C39->D0: battery depleted,3,results/week04/raw/week04_generated_50_battery_80_seed_2016_ga_vrptw_charging_repair.json
week04_generated_50_battery_80_seed_2016,50,80.0,GA_VRPTW_ANTICIPATORY_REPAIR,2016,True,4022.940125644141,3.6088409170042723,41,0,0,0,0,32,200.86554983364562,,0,results/week04/raw/week04_generated_50_battery_80_seed_2016_ga_vrptw_anticipatory_repair.json
week04_generated_100_battery_80_seed_2014,100,80.0,OR_TOOLS_VRPTW,2014,False,1197.687045877769,0.08942945799208246,7,0,0,56,0,0,0.0,route 1 leg 8 C4->C21: battery depleted,56,results/week04/raw/week04_generated_100_battery_80_seed_2014_or_tools_vrptw.json
week04_generated_100_battery_80_seed_2014,100,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2014,False,1197.687045877769,0.08965062399511226,7,0,0,56,0,0,0.0,route 1 leg 8 C4->C21: battery depleted,56,results/week04/raw/week04_generated_100_battery_80_seed_2014_or_tools_vrptw_charging_repair.json
week04_generated_100_battery_80_seed_2014,100,80.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2014,True,1560.3751682867,0.09009379099006765,7,0,0,0,0,17,116.06108700628789,,0,results/week04/raw/week04_generated_100_battery_80_seed_2014_or_tools_vrptw_anticipatory_repair.json
week04_generated_100_battery_80_seed_2014,100,80.0,GA_VRPTW,2014,False,6983.426144864697,8.578762582998024,82,0,0,47,0,0,0.0,route 1 leg 2 C3->D0: battery depleted,47,results/week04/raw/week04_generated_100_battery_80_seed_2014_ga_vrptw.json
week04_generated_100_battery_80_seed_2014,100,80.0,GA_VRPTW_CHARGING_REPAIR,2014,False,7294.001952284976,8.579001708014403,82,0,0,3,0,44,284.809722394528,route 24 leg 2 C85->D0: battery depleted,3,results/week04/raw/week04_generated_100_battery_80_seed_2014_ga_vrptw_charging_repair.json
week04_generated_100_battery_80_seed_2014,100,80.0,GA_VRPTW_ANTICIPATORY_REPAIR,2014,True,7352.799126785542,8.579673124011606,82,0,0,0,0,50,314.14025949478724,,0,results/week04/raw/week04_generated_100_battery_80_seed_2014_ga_vrptw_anticipatory_repair.json
week04_generated_100_battery_80_seed_2015,100,80.0,OR_TOOLS_VRPTW,2015,False,1092.2448373846646,0.07105933301500045,6,0,0,59,0,0,0.0,route 1 leg 7 C22->C56: battery depleted,59,results/week04/raw/week04_generated_100_battery_80_seed_2015_or_tools_vrptw.json
week04_generated_100_battery_80_seed_2015,100,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2015,False,1092.2448373846646,0.0712912910094019,6,0,0,59,0,0,0.0,route 1 leg 7 C22->C56: battery depleted,59,results/week04/raw/week04_generated_100_battery_80_seed_2015_or_tools_vrptw_charging_repair.json
week04_generated_100_battery_80_seed_2015,100,80.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2015,True,1499.6220541289922,0.07171870802994817,6,0,0,0,0,16,115.05422932842819,,0,results/week04/raw/week04_generated_100_battery_80_seed_2015_or_tools_vrptw_anticipatory_repair.json
week04_generated_100_battery_80_seed_2015,100,80.0,GA_VRPTW,2015,False,7158.187698472589,8.660986750008306,84,0,0,50,0,0,0.0,route 2 leg 2 C77->D0: battery depleted,50,results/week04/raw/week04_generated_100_battery_80_seed_2015_ga_vrptw.json
week04_generated_100_battery_80_seed_2015,100,80.0,GA_VRPTW_CHARGING_REPAIR,2015,False,7561.130107146115,8.661242125032004,84,0,0,8,0,42,269.65937153587464,route 6 leg 2 C45->D0: battery depleted,8,results/week04/raw/week04_generated_100_battery_80_seed_2015_ga_vrptw_charging_repair.json
week04_generated_100_battery_80_seed_2015,100,80.0,GA_VRPTW_ANTICIPATORY_REPAIR,2015,True,7677.354981206132,8.662057790992549,84,0,0,0,0,58,342.1587052399785,,0,results/week04/raw/week04_generated_100_battery_80_seed_2015_ga_vrptw_anticipatory_repair.json
week04_generated_100_battery_80_seed_2016,100,80.0,OR_TOOLS_VRPTW,2016,False,1079.1293975498672,0.07856125000398606,6,0,0,56,0,0,0.0,route 1 leg 5 C85->C30: battery depleted,56,results/week04/raw/week04_generated_100_battery_80_seed_2016_or_tools_vrptw.json
week04_generated_100_battery_80_seed_2016,100,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2016,False,1079.1293975498672,0.07879308302653953,6,0,0,56,0,0,0.0,route 1 leg 5 C85->C30: battery depleted,56,results/week04/raw/week04_generated_100_battery_80_seed_2016_or_tools_vrptw_charging_repair.json
week04_generated_100_battery_80_seed_2016,100,80.0,OR_TOOLS_VRPTW_ANTICIPATORY_REPAIR,2016,True,1408.962946140728,0.0792085420107469,6,0,0,0,0,16,108.73745541509517,,0,results/week04/raw/week04_generated_100_battery_80_seed_2016_or_tools_vrptw_anticipatory_repair.json
week04_generated_100_battery_80_seed_2016,100,80.0,GA_VRPTW,2016,False,7019.213321921701,8.574119042023085,81,0,0,49,0,0,0.0,route 1 leg 2 C59->D0: battery depleted,49,results/week04/raw/week04_generated_100_battery_80_seed_2016_ga_vrptw.json
week04_generated_100_battery_80_seed_2016,100,80.0,GA_VRPTW_CHARGING_REPAIR,2016,False,7261.791525823171,8.574364334024722,81,0,0,9,0,40,254.2555910551004,route 5 leg 2 C10->D0: battery depleted,9,results/week04/raw/week04_generated_100_battery_80_seed_2016_ga_vrptw_charging_repair.json
week04_generated_100_battery_80_seed_2016,100,80.0,GA_VRPTW_ANTICIPATORY_REPAIR,2016,True,7430.424290673781,8.575179334031418,81,0,0,0,0,58,340.4870345978734,,0,results/week04/raw/week04_generated_100_battery_80_seed_2016_ga_vrptw_anticipatory_repair.json
week04_generated_200_battery_80_seed_2014,200,80.0,OR_TOOLS_VRPTW,2014,False,1816.251843690314,0.42399979097535834,13,0,0,87,0,0,0.0,route 1 leg 11 C51->C43: battery depleted,87,results/week04/raw/week04_generated_200_battery_80_seed_2014_or_tools_vrptw.json
week04_generated_200_battery_80_seed_2014,200,80.0,OR_TOOLS_VRPTW_CHARGING_REPAIR,2014,False,1832.2339908167007,0.4245339989720378,13,0,0,81,0,1,7.691543568650442,route 1 leg 11 C51->C43: battery depleted,81,results/week04/raw/week04_generated_200_battery_80_seed_2014_or_tools_vrptw_charging_repair.json
